season,race_name,circuitId,driver,constructor,qualifying_position,final_position,podium
2022,Spanish Grand Prix,4,LEC,Ferrari,1,R,0
2022,Monaco Grand Prix,6,PER,Red Bull,3,1,1
2022,Monaco Grand Prix,6,SAI,Ferrari,2,2,1
2022,Monaco Grand Prix,6,VER,Red Bull,4,3,1
2022,Monaco Grand Prix,6,LEC,Ferrari,1,4,0
2022,Monaco Grand Prix,6,RUS,Mercedes,6,5,0
2022,Monaco Grand Prix,6,NOR,McLaren,5,6,0
2022,Monaco Grand Prix,6,ALO,Alpine F1 Team,7,7,0
2022,Monaco Grand Prix,6,HAM,Mercedes,8,8,0
2022,Monaco Grand Prix,6,BOT,Alfa Romeo,12,9,0
2022,Monaco Grand Prix,6,VET,Aston Martin,9,10,0
2022,Monaco Grand Prix,6,GAS,AlphaTauri,17,11,0
2022,Monaco Grand Prix,6,OCO,Alpine F1 Team,10,12,0
2022,Monaco Grand Prix,6,RIC,McLaren,14,13,0
2022,Monaco Grand Prix,6,STR,Aston Martin,18,14,0
2022,Monaco Grand Prix,6,LAT,Williams,19,15,0
2022,Monaco Grand Prix,6,ZHO,Alfa Romeo,20,16,0
2022,Monaco Grand Prix,6,TSU,AlphaTauri,11,17,0
2022,Monaco Grand Prix,6,ALB,Williams,16,R,0
2022,Monaco Grand Prix,6,MSC,Haas F1 Team,15,R,0
2022,Monaco Grand Prix,6,MAG,Haas F1 Team,13,R,0
2022,Azerbaijan Grand Prix,73,VER,Red Bull,3,1,1
2022,Azerbaijan Grand Prix,73,PER,Red Bull,2,2,1
2022,Azerbaijan Grand Prix,73,RUS,Mercedes,5,3,1
2022,Azerbaijan Grand Prix,73,HAM,Mercedes,7,4,0
2022,Azerbaijan Grand Prix,73,GAS,AlphaTauri,6,5,0
2022,Azerbaijan Grand Prix,73,VET,Aston Martin,9,6,0
2022,Azerbaijan Grand Prix,73,ALO,Alpine F1 Team,10,7,0
2022,Azerbaijan Grand Prix,73,RIC,McLaren,12,8,0
2022,Azerbaijan Grand Prix,73,NOR,McLaren,11,9,0
2022,Azerbaijan Grand Prix,73,OCO,Alpine F1 Team,13,10,0
2022,Azerbaijan Grand Prix,73,BOT,Alfa Romeo,15,11,0
2022,Azerbaijan Grand Prix,73,ALB,Williams,17,12,0
2022,Azerbaijan Grand Prix,73,TSU,AlphaTauri,8,13,0
2022,Azerbaijan Grand Prix,73,MSC,Haas F1 Team,20,14,0
2022,Azerbaijan Grand Prix,73,LAT,Williams,18,15,0
2022,Azerbaijan Grand Prix,73,STR,Aston Martin,19,16,0
2022,Azerbaijan Grand Prix,73,MAG,Haas F1 Team,16,R,0
2022,Azerbaijan Grand Prix,73,ZHO,Alfa Romeo,14,R,0
2022,Azerbaijan Grand Prix,73,LEC,Ferrari,1,R,0
2022,Azerbaijan Grand Prix,73,SAI,Ferrari,4,R,0
2022,Canadian Grand Prix,7,VER,Red Bull,1,1,1
2022,Canadian Grand Prix,7,SAI,Ferrari,3,2,1
2022,Canadian Grand Prix,7,HAM,Mercedes,4,3,1
2022,Canadian Grand Prix,7,RUS,Mercedes,8,4,0
2022,Canadian Grand Prix,7,LEC,Ferrari,19,5,0
2022,Canadian Grand Prix,7,OCO,Alpine F1 Team,7,6,0
2022,Canadian Grand Prix,7,BOT,Alfa Romeo,11,7,0
2022,Canadian Grand Prix,7,ZHO,Alfa Romeo,10,8,0
2022,Canadian Grand Prix,7,ALO,Alpine F1 Team,2,9,0
2022,Canadian Grand Prix,7,STR,Aston Martin,17,10,0
2022,Canadian Grand Prix,7,RIC,McLaren,9,11,0
2022,Canadian Grand Prix,7,VET,Aston Martin,16,12,0
2022,Canadian Grand Prix,7,ALB,Williams,12,13,0
2022,Canadian Grand Prix,7,GAS,AlphaTauri,15,14,0
2022,Canadian Grand Prix,7,NOR,McLaren,14,15,0
2022,Canadian Grand Prix,7,LAT,Williams,18,16,0
2022,Canadian Grand Prix,7,MAG,Haas F1 Team,5,17,0
2022,Canadian Grand Prix,7,TSU,AlphaTauri,20,R,0
2022,Canadian Grand Prix,7,MSC,Haas F1 Team,6,R,0
2022,Canadian Grand Prix,7,PER,Red Bull,13,R,0
2022,British Grand Prix,9,SAI,Ferrari,1,1,1
2022,British Grand Prix,9,PER,Red Bull,4,2,1
2022,British Grand Prix,9,HAM,Mercedes,5,3,1
2022,British Grand Prix,9,LEC,Ferrari,3,4,0
2022,British Grand Prix,9,ALO,Alpine F1 Team,7,5,0
2022,British Grand Prix,9,NOR,McLaren,6,6,0
2022,British Grand Prix,9,VER,Red Bull,2,7,0
2022,British Grand Prix,9,MSC,Haas F1 Team,19,8,0
2022,British Grand Prix,9,VET,Aston Martin,18,9,0
2022,British Grand Prix,9,MAG,Haas F1 Team,17,10,0
2022,British Grand Prix,9,STR,Aston Martin,20,11,0
2022,British Grand Prix,9,LAT,Williams,10,12,0
2022,British Grand Prix,9,RIC,McLaren,14,13,0
2022,British Grand Prix,9,TSU,AlphaTauri,13,14,0
2022,British Grand Prix,9,OCO,Alpine F1 Team,15,R,0
2022,British Grand Prix,9,GAS,AlphaTauri,11,R,0
2022,British Grand Prix,9,BOT,Alfa Romeo,12,R,0
2022,British Grand Prix,9,RUS,Mercedes,8,R,0
2022,British Grand Prix,9,ZHO,Alfa Romeo,9,R,0
2022,British Grand Prix,9,ALB,Williams,16,R,0
2022,Austrian Grand Prix,70,LEC,Ferrari,2,1,1
2022,Austrian Grand Prix,70,VER,Red Bull,1,2,1
2022,Austrian Grand Prix,70,HAM,Mercedes,8,3,1
2022,Austrian Grand Prix,70,RUS,Mercedes,4,4,0
2022,Austrian Grand Prix,70,OCO,Alpine F1 Team,6,5,0
2022,Austrian Grand Prix,70,MSC,Haas F1 Team,9,6,0
2022,Austrian Grand Prix,70,NOR,McLaren,10,7,0
2022,Austrian Grand Prix,70,MAG,Haas F1 Team,7,8,0
2022,Austrian Grand Prix,70,RIC,McLaren,11,9,0
2022,Austrian Grand Prix,70,ALO,Alpine F1 Team,19,10,0
2022,Austrian Grand Prix,70,BOT,Alfa Romeo,11,11,0
2022,Austrian Grand Prix,70,ALB,Williams,15,12,0
2022,Austrian Grand Prix,70,STR,Aston Martin,12,13,0
2022,Austrian Grand Prix,70,ZHO,Alfa Romeo,13,14,0
2022,Austrian Grand Prix,70,GAS,AlphaTauri,14,15,0
2022,Austrian Grand Prix,70,TSU,AlphaTauri,16,16,0
2022,Austrian Grand Prix,70,VET,Aston Martin,18,17,0
2022,Austrian Grand Prix,70,SAI,Ferrari,3,R,0
2022,Austrian Grand Prix,70,LAT,Williams,17,R,0
2022,Austrian Grand Prix,70,PER,Red Bull,5,R,0
2022,French Grand Prix,34,VER,Red Bull,2,1,1
2022,French Grand Prix,34,HAM,Mercedes,4,2,1
2022,French Grand Prix,34,RUS,Mercedes,6,3,1
2022,French Grand Prix,34,PER,Red Bull,3,4,0
2022,French Grand Prix,34,SAI,Ferrari,19,5,0
2022,French Grand Prix,34,ALO,Alpine F1 Team,7,6,0
2022,French Grand Prix,34,NOR,McLaren,5,7,0
2022,French Grand Prix,34,OCO,Alpine F1 Team,10,8,0
2022,French Grand Prix,34,RIC,McLaren,9,9,0
2022,French Grand Prix,34,STR,Aston Martin,15,10,0
2022,French Grand Prix,34,VET,Aston Martin,12,11,0
2022,French Grand Prix,34,GAS,AlphaTauri,14,12,0
2022,French Grand Prix,34,ALB,Williams,13,13,0
2022,French Grand Prix,34,BOT,Alfa Romeo,11,14,0
2022,French Grand Prix,34,MSC,Haas F1 Team,17,15,0
2022,French Grand Prix,34,ZHO,Alfa Romeo,16,16,0
2022,French Grand Prix,34,LAT,Williams,18,R,0
2022,French Grand Prix,34,MAG,Haas F1 Team,20,R,0
2022,French Grand Prix,34,LEC,Ferrari,1,R,0
2022,French Grand Prix,34,TSU,AlphaTauri,8,R,0
2022,Hungarian Grand Prix,11,VER,Red Bull,10,1,1
2022,Hungarian Grand Prix,11,HAM,Mercedes,7,2,1
2022,Hungarian Grand Prix,11,RUS,Mercedes,1,3,1
2022,Hungarian Grand Prix,11,SAI,Ferrari,2,4,0
2022,Hungarian Grand Prix,11,PER,Red Bull,11,5,0
2022,Hungarian Grand Prix,11,LEC,Ferrari,3,6,0
2022,Hungarian Grand Prix,11,NOR,McLaren,4,7,0
2022,Hungarian Grand Prix,11,ALO,Alpine F1 Team,6,8,0
2022,Hungarian Grand Prix,11,OCO,Alpine F1 Team,5,9,0
2022,Hungarian Grand Prix,11,VET,Aston Martin,18,10,0
2022,Hungarian Grand Prix,11,STR,Aston Martin,14,11,0
2022,Hungarian Grand Prix,11,GAS,AlphaTauri,11,12,0
2022,Hungarian Grand Prix,11,ZHO,Alfa Romeo,12,13,0
2022,Hungarian Grand Prix,11,MSC,Haas F1 Team,15,14,0
2022,Hungarian Grand Prix,11,RIC,McLaren,9,15,0
2022,Hungarian Grand Prix,11,MAG,Haas F1 Team,13,16,0
2022,Hungarian Grand Prix,11,ALB,Williams,17,17,0
2022,Hungarian Grand Prix,11,LAT,Williams,19,18,0
2022,Hungarian Grand Prix,11,TSU,AlphaTauri,16,19,0
2022,Hungarian Grand Prix,11,BOT,Alfa Romeo,8,20,0
2022,Belgian Grand Prix,13,VER,Red Bull,14,1,1
2022,Belgian Grand Prix,13,PER,Red Bull,2,2,1
2022,Belgian Grand Prix,13,SAI,Ferrari,1,3,1
2022,Belgian Grand Prix,13,RUS,Mercedes,5,4,0
2022,Belgian Grand Prix,13,ALO,Alpine F1 Team,3,5,0
2022,Belgian Grand Prix,13,LEC,Ferrari,15,6,0
2022,Belgian Grand Prix,13,OCO,Alpine F1 Team,16,7,0
2022,Belgian Grand Prix,13,VET,Aston Martin,10,8,0
2022,Belgian Grand Prix,13,GAS,AlphaTauri,11,9,0
2022,Belgian Grand Prix,13,ALB,Williams,6,10,0
2022,Belgian Grand Prix,13,STR,Aston Martin,9,11,0
2022,Belgian Grand Prix,13,NOR,McLaren,17,12,0
2022,Belgian Grand Prix,13,TSU,AlphaTauri,11,13,0
2022,Belgian Grand Prix,13,ZHO,Alfa Romeo,18,14,0
2022,Belgian Grand Prix,13,RIC,McLaren,7,15,0
2022,Belgian Grand Prix,13,MAG,Haas F1 Team,12,16,0
2022,Belgian Grand Prix,13,MSC,Haas F1 Team,19,17,0
2022,Belgian Grand Prix,13,LAT,Williams,11,18,0
2022,Belgian Grand Prix,13,BOT,Alfa Romeo,13,R,0
2022,Belgian Grand Prix,13,HAM,Mercedes,4,R,0
2022,Dutch Grand Prix,39,VER,Red Bull,1,1,1
2022,Dutch Grand Prix,39,RUS,Mercedes,6,2,1
2022,Dutch Grand Prix,39,LEC,Ferrari,2,3,1
2022,Dutch Grand Prix,39,HAM,Mercedes,4,4,0
2022,Dutch Grand Prix,39,PER,Red Bull,5,5,0
2022,Dutch Grand Prix,39,ALO,Alpine F1 Team,13,6,0
2022,Dutch Grand Prix,39,NOR,McLaren,7,7,0
2022,Dutch Grand Prix,39,SAI,Ferrari,3,8,0
2022,Dutch Grand Prix,39,OCO,Alpine F1 Team,12,9,0
2022,Dutch Grand Prix,39,STR,Aston Martin,10,10,0
2022,Dutch Grand Prix,39,GAS,AlphaTauri,11,11,0
2022,Dutch Grand Prix,39,ALB,Williams,15,12,0
2022,Dutch Grand Prix,39,MSC,Haas F1 Team,8,13,0
2022,Dutch Grand Prix,39,VET,Aston Martin,19,14,0
2022,Dutch Grand Prix,39,MAG,Haas F1 Team,18,15,0
2022,Dutch Grand Prix,39,ZHO,Alfa Romeo,14,16,0
2022,Dutch Grand Prix,39,RIC,McLaren,17,17,0
2022,Dutch Grand Prix,39,LAT,Williams,20,18,0
2022,Dutch Grand Prix,39,BOT,Alfa Romeo,16,R,0
2022,Dutch Grand Prix,39,TSU,AlphaTauri,9,R,0
2022,Italian Grand Prix,14,VER,Red Bull,7,1,1
2022,Italian Grand Prix,14,LEC,Ferrari,1,2,1
2022,Italian Grand Prix,14,RUS,Mercedes,2,3,1
2022,Italian Grand Prix,14,SAI,Ferrari,18,4,0
2022,Italian Grand Prix,14,HAM,Mercedes,19,5,0
2022,Italian Grand Prix,14,PER,Red Bull,13,6,0
2022,Italian Grand Prix,14,NOR,McLaren,3,7,0
2022,Italian Grand Prix,14,GAS,AlphaTauri,5,8,0
2022,Italian Grand Prix,14,DEV,Williams,8,9,0
2022,Italian Grand Prix,14,ZHO,Alfa Romeo,9,10,0
2022,Italian Grand Prix,14,OCO,Alpine F1 Team,14,11,0
2022,Italian Grand Prix,14,MSC,Haas F1 Team,17,12,0
2022,Italian Grand Prix,14,BOT,Alfa Romeo,15,13,0
2022,Italian Grand Prix,14,TSU,AlphaTauri,20,14,0
2022,Italian Grand Prix,14,LAT,Williams,10,15,0
2022,Italian Grand Prix,14,MAG,Haas F1 Team,16,16,0
2022,Italian Grand Prix,14,RIC,McLaren,4,R,0
2022,Italian Grand Prix,14,STR,Aston Martin,12,R,0
2022,Italian Grand Prix,14,ALO,Alpine F1 Team,6,R,0
2022,Italian Grand Prix,14,VET,Aston Martin,11,R,0
2022,Singapore Grand Prix,15,PER,Red Bull,2,1,1
2022,Singapore Grand Prix,15,LEC,Ferrari,1,2,1
2022,Singapore Grand Prix,15,SAI,Ferrari,4,3,1
2022,Singapore Grand Prix,15,NOR,McLaren,6,4,0
2022,Singapore Grand Prix,15,RIC,McLaren,16,5,0
2022,Singapore Grand Prix,15,STR,Aston Martin,11,6,0
2022,Singapore Grand Prix,15,VER,Red Bull,8,7,0
2022,Singapore Grand Prix,15,VET,Aston Martin,13,8,0
2022,Singapore Grand Prix,15,HAM,Mercedes,3,9,0
2022,Singapore Grand Prix,15,GAS,AlphaTauri,7,10,0
2022,Singapore Grand Prix,15,BOT,Alfa Romeo,15,11,0
2022,Singapore Grand Prix,15,MAG,Haas F1 Team,9,12,0
2022,Singapore Grand Prix,15,MSC,Haas F1 Team,12,13,0
2022,Singapore Grand Prix,15,RUS,Mercedes,11,14,0
2022,Singapore Grand Prix,15,TSU,AlphaTauri,10,R,0
2022,Singapore Grand Prix,15,OCO,Alpine F1 Team,17,R,0
2022,Singapore Grand Prix,15,ALB,Williams,18,R,0
2022,Singapore Grand Prix,15,ALO,Alpine F1 Team,5,R,0
2022,Singapore Grand Prix,15,LAT,Williams,19,R,0
2022,Singapore Grand Prix,15,ZHO,Alfa Romeo,14,R,0
2022,Japanese Grand Prix,22,VER,Red Bull,1,1,1
2022,Japanese Grand Prix,22,PER,Red Bull,4,2,1
2022,Japanese Grand Prix,22,LEC,Ferrari,2,3,1
2022,Japanese Grand Prix,22,OCO,Alpine F1 Team,5,4,0
2022,Japanese Grand Prix,22,HAM,Mercedes,6,5,0
2022,Japanese Grand Prix,22,VET,Aston Martin,9,6,0
2022,Japanese Grand Prix,22,ALO,Alpine F1 Team,7,7,0
2022,Japanese Grand Prix,22,RUS,Mercedes,8,8,0
2022,Japanese Grand Prix,22,LAT,Williams,20,9,0
2022,Japanese Grand Prix,22,NOR,McLaren,10,10,0
2022,Japanese Grand Prix,22,RIC,McLaren,11,11,0
2022,Japanese Grand Prix,22,STR,Aston Martin,19,12,0
2022,Japanese Grand Prix,22,TSU,AlphaTauri,13,13,0
2022,Japanese Grand Prix,22,MAG,Haas F1 Team,18,14,0
2022,Japanese Grand Prix,22,BOT,Alfa Romeo,12,15,0
2022,Japanese Grand Prix,22,ZHO,Alfa Romeo,14,16,0
2022,Japanese Grand Prix,22,MSC,Haas F1 Team,15,17,0
2022,Japanese Grand Prix,22,GAS,AlphaTauri,17,18,0
2022,Japanese Grand Prix,22,SAI,Ferrari,3,R,0
2022,Japanese Grand Prix,22,ALB,Williams,16,R,0
2022,United States Grand Prix,69,VER,Red Bull,2,1,1
2022,United States Grand Prix,69,HAM,Mercedes,3,2,1
2022,United States Grand Prix,69,LEC,Ferrari,12,3,1
2022,United States Grand Prix,69,PER,Red Bull,9,4,0
2022,United States Grand Prix,69,RUS,Mercedes,4,5,0
2022,United States Grand Prix,69,NOR,McLaren,6,6,0
2022,United States Grand Prix,69,ALO,Alpine F1 Team,14,7,0
2022,United States Grand Prix,69,VET,Aston Martin,10,8,0
2022,United States Grand Prix,69,MAG,Haas F1 Team,13,9,0
2022,United States Grand Prix,69,TSU,AlphaTauri,19,10,0
2022,United States Grand Prix,69,OCO,Alpine F1 Team,11,11,0
2022,United States Grand Prix,69,ZHO,Alfa Romeo,18,12,0
2022,United States Grand Prix,69,ALB,Williams,8,13,0
2022,United States Grand Prix,69,GAS,AlphaTauri,11,14,0
2022,United States Grand Prix,69,MSC,Haas F1 Team,16,15,0
2022,United States Grand Prix,69,RIC,McLaren,15,16,0
2022,United States Grand Prix,69,LAT,Williams,17,17,0
2022,United States Grand Prix,69,STR,Aston Martin,5,R,0
2022,United States Grand Prix,69,BOT,Alfa Romeo,7,R,0
2022,United States Grand Prix,69,SAI,Ferrari,1,R,0
2022,Mexico City Grand Prix,32,VER,Red Bull,1,1,1
2022,Mexico City Grand Prix,32,HAM,Mercedes,3,2,1
2022,Mexico City Grand Prix,32,PER,Red Bull,4,3,1
2022,Mexico City Grand Prix,32,RUS,Mercedes,2,4,0
2022,Mexico City Grand Prix,32,SAI,Ferrari,5,5,0
2022,Mexico City Grand Prix,32,LEC,Ferrari,7,6,0
2022,Mexico City Grand Prix,32,RIC,McLaren,11,7,0
2022,Mexico City Grand Prix,32,OCO,Alpine F1 Team,10,8,0
2022,Mexico City Grand Prix,32,NOR,McLaren,8,9,0
2022,Mexico City Grand Prix,32,BOT,Alfa Romeo,6,10,0
2022,Mexico City Grand Prix,32,GAS,AlphaTauri,14,11,0
2022,Mexico City Grand Prix,32,ALB,Williams,17,12,0
2022,Mexico City Grand Prix,32,ZHO,Alfa Romeo,12,13,0
2022,Mexico City Grand Prix,32,VET,Aston Martin,16,14,0
2022,Mexico City Grand Prix,32,STR,Aston Martin,20,15,0
2022,Mexico City Grand Prix,32,MSC,Haas F1 Team,15,16,0
2022,Mexico City Grand Prix,32,MAG,Haas F1 Team,19,17,0
2022,Mexico City Grand Prix,32,LAT,Williams,18,18,0
2022,Mexico City Grand Prix,32,ALO,Alpine F1 Team,9,19,0
2022,Mexico City Grand Prix,32,TSU,AlphaTauri,13,R,0
2022,São Paulo Grand Prix,18,RUS,Mercedes,1,1,1
2022,São Paulo Grand Prix,18,HAM,Mercedes,2,2,1
2022,São Paulo Grand Prix,18,SAI,Ferrari,7,3,1
2022,São Paulo Grand Prix,18,LEC,Ferrari,5,4,0
2022,São Paulo Grand Prix,18,ALO,Alpine F1 Team,17,5,0
2022,São Paulo Grand Prix,18,VER,Red Bull,3,6,0
2022,São Paulo Grand Prix,18,PER,Red Bull,4,7,0
2022,São Paulo Grand Prix,18,OCO,Alpine F1 Team,16,8,0
2022,São Paulo Grand Prix,18,BOT,Alfa Romeo,14,9,0
2022,São Paulo Grand Prix,18,STR,Aston Martin,15,10,0
2022,São Paulo Grand Prix,18,VET,Aston Martin,9,11,0
2022,São Paulo Grand Prix,18,ZHO,Alfa Romeo,13,12,0
2022,São Paulo Grand Prix,18,MSC,Haas F1 Team,12,13,0
2022,São Paulo Grand Prix,18,GAS,AlphaTauri,10,14,0
2022,São Paulo Grand Prix,18,ALB,Williams,19,15,0
2022,São Paulo Grand Prix,18,LAT,Williams,18,16,0
2022,São Paulo Grand Prix,18,TSU,AlphaTauri,11,17,0
2022,São Paulo Grand Prix,18,NOR,McLaren,6,R,0
2022,São Paulo Grand Prix,18,MAG,Haas F1 Team,8,R,0
2022,São Paulo Grand Prix,18,RIC,McLaren,11,R,0
2022,Abu Dhabi Grand Prix,24,VER,Red Bull,1,1,1
2022,Abu Dhabi Grand Prix,24,LEC,Ferrari,3,2,1
2022,Abu Dhabi Grand Prix,24,PER,Red Bull,2,3,1
2022,Abu Dhabi Grand Prix,24,SAI,Ferrari,4,4,0
2022,Abu Dhabi Grand Prix,24,RUS,Mercedes,6,5,0
2022,Abu Dhabi Grand Prix,24,NOR,McLaren,7,6,0
2022,Abu Dhabi Grand Prix,24,OCO,Alpine F1 Team,8,7,0
2022,Abu Dhabi Grand Prix,24,STR,Aston Martin,14,8,0
2022,Abu Dhabi Grand Prix,24,RIC,McLaren,13,9,0
2022,Abu Dhabi Grand Prix,24,VET,Aston Martin,9,10,0
2022,Abu Dhabi Grand Prix,24,TSU,AlphaTauri,11,11,0
2022,Abu Dhabi Grand Prix,24,ZHO,Alfa Romeo,15,12,0
2022,Abu Dhabi Grand Prix,24,ALB,Williams,19,13,0
2022,Abu Dhabi Grand Prix,24,GAS,AlphaTauri,17,14,0
2022,Abu Dhabi Grand Prix,24,BOT,Alfa Romeo,18,15,0
2022,Abu Dhabi Grand Prix,24,MSC,Haas F1 Team,12,16,0
2022,Abu Dhabi Grand Prix,24,MAG,Haas F1 Team,16,17,0
2022,Abu Dhabi Grand Prix,24,HAM,Mercedes,5,18,0
2022,Abu Dhabi Grand Prix,24,LAT,Williams,20,19,0
2022,Abu Dhabi Grand Prix,24,ALO,Alpine F1 Team,10,R,0
2023,Bahrain Grand Prix,3,VER,Red Bull,1,1,1
2023,Bahrain Grand Prix,3,PER,Red Bull,2,2,1
2023,Bahrain Grand Prix,3,ALO,Aston Martin,5,3,1
2023,Bahrain Grand Prix,3,SAI,Ferrari,4,4,0
2023,Bahrain Grand Prix,3,HAM,Mercedes,7,5,0
2023,Bahrain Grand Prix,3,STR,Aston Martin,8,6,0
2023,Bahrain Grand Prix,3,RUS,Mercedes,6,7,0
2023,Bahrain Grand Prix,3,BOT,Alfa Romeo,12,8,0
2023,Bahrain Grand Prix,3,GAS,Alpine F1 Team,20,9,0
2023,Bahrain Grand Prix,3,ALB,Williams,15,10,0
2023,Bahrain Grand Prix,3,TSU,AlphaTauri,14,11,0
2023,Bahrain Grand Prix,3,SAR,Williams,16,12,0
2023,Bahrain Grand Prix,3,MAG,Haas F1 Team,17,13,0
2023,Bahrain Grand Prix,3,DEV,AlphaTauri,19,14,0
2023,Bahrain Grand Prix,3,HUL,Haas F1 Team,10,15,0
2023,Bahrain Grand Prix,3,ZHO,Alfa Romeo,13,16,0
2023,Bahrain Grand Prix,3,NOR,McLaren,11,17,0
2023,Bahrain Grand Prix,3,OCO,Alpine F1 Team,9,R,0
2023,Bahrain Grand Prix,3,LEC,Ferrari,3,R,0
2023,Bahrain Grand Prix,3,PIA,McLaren,18,R,0
2023,Saudi Arabian Grand Prix,77,PER,Red Bull,1,1,1
2023,Saudi Arabian Grand Prix,77,VER,Red Bull,15,2,1
2023,Saudi Arabian Grand Prix,77,ALO,Aston Martin,2,3,1
2023,Saudi Arabian Grand Prix,77,RUS,Mercedes,3,4,0
2023,Saudi Arabian Grand Prix,77,HAM,Mercedes,7,5,0
2023,Saudi Arabian Grand Prix,77,SAI,Ferrari,4,6,0
2023,Saudi Arabian Grand Prix,77,LEC,Ferrari,12,7,0
2023,Saudi Arabian Grand Prix,77,OCO,Alpine F1 Team,6,8,0
2023,Saudi Arabian Grand Prix,77,GAS,Alpine F1 Team,9,9,0
2023,Saudi Arabian Grand Prix,77,MAG,Haas F1 Team,13,10,0
2023,Saudi Arabian Grand Prix,77,TSU,AlphaTauri,16,11,0
2023,Saudi Arabian Grand Prix,77,HUL,Haas F1 Team,10,12,0
2023,Saudi Arabian Grand Prix,77,ZHO,Alfa Romeo,11,13,0
2023,Saudi Arabian Grand Prix,77,DEV,AlphaTauri,18,14,0
2023,Saudi Arabian Grand Prix,77,PIA,McLaren,8,15,0
2023,Saudi Arabian Grand Prix,77,SAR,Williams,20,16,0
2023,Saudi Arabian Grand Prix,77,NOR,McLaren,19,17,0
2023,Saudi Arabian Grand Prix,77,BOT,Alfa Romeo,14,18,0
2023,Saudi Arabian Grand Prix,77,ALB,Williams,17,R,0
2023,Saudi Arabian Grand Prix,77,STR,Aston Martin,5,R,0
2023,Australian Grand Prix,1,VER,Red Bull,1,1,1
2023,Australian Grand Prix,1,HAM,Mercedes,3,2,1
2023,Australian Grand Prix,1,ALO,Aston Martin,4,3,1
2023,Australian Grand Prix,1,STR,Aston Martin,6,4,0
2023,Australian Grand Prix,1,PER,Red Bull,11,5,0
2023,Australian Grand Prix,1,NOR,McLaren,13,6,0
2023,Australian Grand Prix,1,HUL,Haas F1 Team,10,7,0
2023,Australian Grand Prix,1,PIA,McLaren,16,8,0
2023,Australian Grand Prix,1,ZHO,Alfa Romeo,17,9,0
2023,Australian Grand Prix,1,TSU,AlphaTauri,12,10,0
2023,Australian Grand Prix,1,BOT,Alfa Romeo,11,11,0
2023,Australian Grand Prix,1,SAI,Ferrari,5,12,0
2023,Australian Grand Prix,1,GAS,Alpine F1 Team,9,13,0
2023,Australian Grand Prix,1,OCO,Alpine F1 Team,11,14,0
2023,Australian Grand Prix,1,DEV,AlphaTauri,15,15,0
2023,Australian Grand Prix,1,SAR,Williams,18,16,0
2023,Australian Grand Prix,1,MAG,Haas F1 Team,14,17,0
2023,Australian Grand Prix,1,RUS,Mercedes,2,R,0
2023,Australian Grand Prix,1,ALB,Williams,8,R,0
2023,Australian Grand Prix,1,LEC,Ferrari,7,R,0
2023,Azerbaijan Grand Prix,73,PER,Red Bull,3,1,1
2023,Azerbaijan Grand Prix,73,VER,Red Bull,2,2,1
2023,Azerbaijan Grand Prix,73,LEC,Ferrari,1,3,1
2023,Azerbaijan Grand Prix,73,ALO,Aston Martin,6,4,0
2023,Azerbaijan Grand Prix,73,SAI,Ferrari,4,5,0
2023,Azerbaijan Grand Prix,73,HAM,Mercedes,5,6,0
2023,Azerbaijan Grand Prix,73,STR,Aston Martin,9,7,0
2023,Azerbaijan Grand Prix,73,RUS,Mercedes,11,8,0
2023,Azerbaijan Grand Prix,73,NOR,McLaren,7,9,0
2023,Azerbaijan Grand Prix,73,TSU,AlphaTauri,8,10,0
2023,Azerbaijan Grand Prix,73,PIA,McLaren,10,11,0
2023,Azerbaijan Grand Prix,73,ALB,Williams,12,12,0
2023,Azerbaijan Grand Prix,73,MAG,Haas F1 Team,16,13,0
2023,Azerbaijan Grand Prix,73,GAS,Alpine F1 Team,17,14,0
2023,Azerbaijan Grand Prix,73,OCO,Alpine F1 Team,11,15,0
2023,Azerbaijan Grand Prix,73,SAR,Williams,14,16,0
2023,Azerbaijan Grand Prix,73,HUL,Haas F1 Team,11,17,0
2023,Azerbaijan Grand Prix,73,BOT,Alfa Romeo,13,18,0
2023,Azerbaijan Grand Prix,73,ZHO,Alfa Romeo,15,R,0
2023,Azerbaijan Grand Prix,73,DEV,AlphaTauri,18,R,0
2023,Miami Grand Prix,79,VER,Red Bull,9,1,1
2023,Miami Grand Prix,79,PER,Red Bull,1,2,1
2023,Miami Grand Prix,79,ALO,Aston Martin,2,3,1
2023,Miami Grand Prix,79,RUS,Mercedes,6,4,0
2023,Miami Grand Prix,79,SAI,Ferrari,3,5,0
2023,Miami Grand Prix,79,HAM,Mercedes,13,6,0
2023,Miami Grand Prix,79,LEC,Ferrari,7,7,0
2023,Miami Grand Prix,79,GAS,Alpine F1 Team,5,8,0
2023,Miami Grand Prix,79,OCO,Alpine F1 Team,8,9,0
2023,Miami Grand Prix,79,MAG,Haas F1 Team,4,10,0
2023,Miami Grand Prix,79,TSU,AlphaTauri,17,11,0
2023,Miami Grand Prix,79,STR,Aston Martin,18,12,0
2023,Miami Grand Prix,79,BOT,Alfa Romeo,10,13,0
2023,Miami Grand Prix,79,ALB,Williams,11,14,0
2023,Miami Grand Prix,79,HUL,Haas F1 Team,12,15,0
2023,Miami Grand Prix,79,ZHO,Alfa Romeo,14,16,0
2023,Miami Grand Prix,79,NOR,McLaren,16,17,0
2023,Miami Grand Prix,79,DEV,AlphaTauri,15,18,0
2023,Miami Grand Prix,79,PIA,McLaren,19,19,0
